CLAVE|SUBCLAVE|DESCRIPCION
010.000.5256.00|010.000.5256.00|CEFALOTINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: CEFALOTINA SODICA EQUIVALENTE A 1 G DE CEFALOTINA ENVASE CON UN FRASCO AMPULA Y 5 ML DE DILUYENTE.
010.000.5284.00|010.000.5284.00|CEFEPIMA SOLUCION INYECTABLE EL FRASCO AMPULA CONTIENE: CLORHIDRATO MONOHIDRATADO DE CEFEPIMA EQUIVALENTE A 500 MG DE CEFEPIMA. ENVASE CON UN FRASCO AMPULA Y AMPOLLETA CON 5 ML DE DILUYENTE
010.000.5295.00|010.000.5295.00|CEFEPIMA SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: CLORHIDRATO MONOHIDRATADO DE CEFEPIMA EQUIVALENTE A 1 G DE CEFEPIMA. ENVASE CON UN FRASCO AMPULA Y AMPOLLETA CON 3 ML DE DILUYENTE.
010.000.5295.01|010.000.5295.01|CEFEPIMA SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: CLORHIDRATO MONOHIDRATADO DE CEFEPIMA EQUIVALENTE A 1 G DE CEFEPIMA. ENVASE CON UN FRASCO AMPULA Y AMPOLLETA CON 10 ML DE DILUYENTE.
010.000.1935.00|010.000.1935.00|CEFOTAXIMA SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: CEFOTAXIMA SODICA EQUIVALENTE A 1 G DE CEFOTAXIMA. ENVASE CON UN FRASCO AMPULA Y 4 ML DE DILUYENTE.
010.000.5310.00|010.000.5310.00|CEFPIROMA SOLUCION INYECTABLE EL FRASCO AMPULA CON POLVO CONTIENE: SULFATO DE CEFPIROMA EQUIVALENTE A 1 G DE CEFPIROMA. ENVASE CON UN FRASCO AMPULA Y UNA AMPOLLETA CON 10 ML DE DILUYENTE.
010.000.5311.00|010.000.5311.00|CEFPIROMA SOLUCION INYECTABLE EL FRASCO AMPULA CON POLVO CONTIENE: SULFATO DE CEFPIROMA EQUIVALENTE A 2 G DE CEFPIROMA. ENVASE CON UN FRASCO AMPULA Y UN FRASCO AMPULA CON 20 ML DE DILUYENTE.
010.000.4254.00|010.000.4254.00|CEFTAZIDIMA SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: CEFTAZIDIMA PENTAHIDRATADA EQUIVALENTE A 1 G DE CEFTAZIDIMA. ENVASE CON UN FRASCO AMPULA Y 3 ML DE DILUYENTE.
010.000.1937.00|010.000.1937.00|CEFTRIAXONA SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: CEFTRIAXONA SODICA EQUIVALENTE A 1 G DE CEFTRIAXONA. ENVASE CON UN FRASCO AMPULA Y 10 ML DE DILUYENTE.
010.000.5264.00|010.000.5264.00|CEFUROXIMA SOLUCION O SUSPENSION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: CEFUROXIMA SODICA EQUIVALENTE A 750 MG DE CEFUROXIMA. ENVASE CON UN FRASCO AMPULA Y ENVASE CON 3 ML DE DILUYENTE.
010.000.5264.01|010.000.5264.01|CEFUROXIMA SOLUCION O SUSPENSION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: CEFUROXIMA SODICA EQUIVALENTE A 750 MG DE CEFUROXIMA. ENVASE CON UN FRASCO AMPULA Y ENVASE CON 5 ML DE DILUYENTE.
010.000.5264.02|010.000.5264.02|CEFUROXIMA SOLUCION O SUSPENSION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: CEFUROXIMA SODICA EQUIVALENTE A 750 MG DE CEFUROXIMA. ENVASE CON UN FRASCO AMPULA Y ENVASE CON 10 ML DE DILUYENTE.
010.000.4258.00|010.000.4258.00|CIPROFLOXACINO SUSPENSION ORAL CADA 5 MILILITROS CONTIENEN: CLORHIDRATO DE CIPROFLOXACINO EQUIVALENTE A 250 MG DE CIPROFLOXACINO. ENVASE CON MICROESFERAS CON 5 G Y ENVASE CON DILUYENTE CON 93 ML.
010.000.4259.00|010.000.4259.00|CIPROFLOXACINO SOLUCION INYECTABLE CADA 100 ML CONTIENE: LACTATO O CLORHIDRATO DE CIPROFLOXACINO EQUIVALENTE A 200 MG ENVASE CON 100 ML.
010.000.1973.00|010.000.1973.00|CLINDAMICINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: FOSFATO DE CLINDAMICINA EQUIVALENTE A 300 MG DE CLINDAMICINA. ENVASE AMPOLLETA CON 2 ML.
010.000.1976.00|010.000.1976.00|CLINDAMICINA SOLUCION INYECTABLE CADA FRASCO CONTIENE: FOSFATO DE CLINDAMICINA EQUIVALENTE A 900 MG DE CLINDAMICINA. ENVASE CON 50 ML.
010.000.1992.00|010.000.1992.00|CLORANFENICOL SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: SUCCINATO SODICO DE CLORANFENICOL EQUIVALENTE A 1 G DE CLORANFENICOL. ENVASE CON UN FRASCO AMPULA CON DILUYENTE DE 5 ML.
010.000.5865.00|010.000.5865.00|COLISTIMETATO SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: COLISTIMETATO SODICO EQUIVALENTE A 150 MG DE COLISTIMETATO ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO.
010.000.6044.00|010.000.6044.00|DACLATASVIR TABLETA CADA TABLETA CONTIENE: DACLATASVIR DICLORHIDRATO EQUIVALENTE A 60 MG DE DACLATASVIR ENVASE CON 28 TABLETAS.
010.000.4289.00|010.000.4289.00|DARUNAVIR TABLETA CADA TABLETA CONTIENE: ETANOLATO DE DARUNAVIR EQUIVALENTE A 600 MG DE DARUNAVIR. ENVASE CON 60 TABLETAS.
010.000.5860.00|010.000.5860.00|DARUNAVIR TABLETA CADA TABLETA CONTIENE: ETANOLATO DE DARUNAVIR EQUIVALENTE A 400 MG DE DARUNAVIR. ENVASE CON 60 TABLETAS.
010.000.5861.00|010.000.5861.00|DARUNAVIR TABLETA CADA TABLETA CONTIENE: ETANOLATO DE DARUNAVIR EQUIVALENTE A 75 MG DE DARUNAVIR. ENVASE CON 480 TABLETAS.
010.000.5862.00|010.000.5862.00|DARUNAVIR TABLETA CADA TABLETA CONTIENE: ETANOLATO DE DARUNAVIR EQUIVALENTE A 150 MG DE DARUNAVIR. ENVASE CON 240 TABLETAS.
010.000.1928.00|010.000.1928.00|DICLOXACILINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: DICLOXACILINA SODICA EQUIVALENTE A 250 MG DE DICLOXACILINA. ENVASE FRASCO AMPULA Y 5 ML DE DILUYENTE.
010.000.5270.00|010.000.5270.00|DIDANOSINA TABLETA MASTICABLE CADA TABLETA CONTIENE: DIDANOSINA 100 MG. ENVASE CON 60 TABLETAS.
010.000.5321.00|010.000.5321.00|DIDANOSINA CAPSULA CON GRANULOS CON CAPA ENTERICA CADA CAPSULA CON GRANULOS CON CAPA ENTERICA CONTIENE: DIDANOSINA 200 MG. ENVASE CON 30 CAPSULAS.
010.000.5322.00|010.000.5322.00|DIDANOSINA CAPSULA CON GRANULOS CON CAPA ENTERICA CADA CAPSULA CON GRANULOS CON CAPA ENTERICA CONTIENE: DIDANOSINA 250 MG. ENVASE CON 30 CAPSULAS.
010.000.5323.00|010.000.5323.00|DIDANOSINA CAPSULA CON GRANULOS CON CAPA ENTERICA CADA CAPSULA CON GRANULOS CON CAPA ENTERICA CONTIENE: DIDANOSINA 400 MG. ENVASE CON 30 CAPSULAS.
010.000.6010.00|010.000.6010.00|DOLUTEGRAVIR TABLETA CADA TABLETA CONTIENE: DOLUTEGRAVIR SODICO EQUIVALENTE A 50 MG DE DOLUTEGRAVIR. ENVASE CON 30 TABLETAS.
010.000.4370.00|010.000.4370.00|EFAVIRENZ COMPRIMIDO RECUBIERTO CADA COMPRIMIDO CONTIENE: EFAVIRENZ 600 MG. ENVASE CON 30 COMPRIMIDOS RECUBIERTOS.
010.000.5298.00|010.000.5298.00|EFAVIRENZ CAPSULA CADA CAPSULA CONTIENE: EFAVIRENZ 200 MG. ENVASE CON 90 CAPSULAS.
010.000.5640.00|010.000.5640.00|EFAVIRENZ, EMTRICITABINA, TENOFOVIR FUMARATO DE DISOPROXILO TABLETA CADA TABLETA CONTIENE: EFAVIRENZ 600 MG. EMTRICITABINA 200 MG. FUMARATO DE DISOPROXILO DE TENOFOVIR 300 MG EQUIVALENTE A 245 MG TENOFOVIR DISOPROXIL. ENVASE CON 30 TABLETAS.
010.000.4276.00|010.000.4276.00|EMTRICITABINA CAPSULA CADA CAPSULA CONTIENE: EMTRICITABINA 200 MG. ENVASE CON 30 CAPSULAS.
010.000.4396.00|010.000.4396.00|EMTRICITABINA-TENOFOVIR DISOPROXIL FUMARATO TABLETA RECUBIERTA CADA TABLETA RECUBIERTA CONTIENE: TENOFOVIR DISOPROXIL FUMARATO 300 MG EQUIVALENTE A 245 MG DE TENOFOVIR DISOPROXIL. EMTRICITABINA 200 MG. ENVASE CON 30 TABLETAS RECUBIERTAS.
010.000.4269.00|010.000.4269.00|ENFUVIRTIDA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ENFUVIRTIDA 108 MG. ENVASE CON 60 FRASCOS AMPULA CON LIOFILIZADO Y 60 FRASCOS AMPULA CON 1.1 ML DE AGUA INYECTABLE.
010.000.4269.01|010.000.4269.01|ENFUVIRTIDA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ENFUVIRTIDA 108 MG. ENVASE CON 60 JERINGAS DE 3 ML, 60 JERINGAS DE 1 ML Y 180 TOALLITAS HUMEDECIDAS CON ALCOHOL.
010.000.4385.00|010.000.4385.00|ENTECAVIR TABLETA CADA TABLETA CONTIENE:ENTECAVIR 0.50 MG. ENVASE CON 30 TABLETAS.
010.000.4386.00|010.000.4386.00|ENTECAVIR TABLETA CADA TABLETA CONTIENE: ENTECAVIR 1 MG. ENVASE CON 30 TABLETAS.
010.000.2134.00|010.000.2134.00|ERITROMICINA SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: GLUCEPTATO O LACTOBIONATO DE ERITROMICINA EQUIVALENTE A 1 G DE ERITROMICINA. ENVASE CON UN FRASCO AMPULA.
010.000.4301.00|010.000.4301.00|ERTAPENEM SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ERTAPENEM SODICO EQUIVALENTE A 1 G DE ERTAPENEM. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO.
010.000.5285.00|010.000.5285.00|ERTAPENEM SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ERTAPENEM SODICO EQUIVALENTE A 1 G DE ERTAPENEM. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO Y UNA AMPOLLETA CON 3.2 ML DE DILUYENTE QUE CONTIENE CLORHIDRATO DE LIDOCAINA AL 1%.
010.000.5293.00|010.000.5293.00|ESTAVUDINA CAPSULA CADA CAPSULA CONTIENE: ESTAVUDINA 15 MG. ENVASE CON 60 CAPSULAS.
010.000.5294.00|010.000.5294.00|ESTAVUDINA CAPSULA CADA CAPSULA CONTIENE: ESTAVUDINA 40 MG. ENVASE CON 60 CAPSULAS.
010.000.5275.00|010.000.5275.00|ETRAVIRINA TABLETA CADA TABLETA CONTIENE: ETRAVIRINA 100 MG. ENVASE CON 120 TABLETAS.
010.000.2135.00|010.000.2135.00|FLUCONAZOL SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: FLUCONAZOL 100 MG. ENVASE CON UN FRASCO AMPULA CON 50 ML (2 MG/ML).
010.000.5267.00|010.000.5267.00|FLUCONAZOL CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: FLUCONAZOL 100 MG. ENVASE CON 10 CAPSULAS O TABLETAS.
010.000.4278.00|010.000.4278.00|FOSAMPRENAVIR TABLETA RECUBIERTA CADA TABLETA RECUBIERTA CONTIENE: FOSAMPRENAVIR CALCICO EQUIVALENTE A 700 MG DE FOSAMPRENAVIR. ENVASE CON 60 TABLETAS RECUBIERTAS.
010.000.5268.00|010.000.5268.00|GANCICLOVIR SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: GANCICLOVIR SODICO EQUIVALENTE A 500 MG DE GANCICLOVIR. ENVASE CON UN FRASCO AMPULA Y UNA AMPOLLETA CON 10 ML DE DILUYENTE
010.000.4280.00|010.000.4280.00|GENTAMICINA-COLAGENO IMPLANTE CADA IMPLANTE CONTIENE: SULFATO DE GENTAMICINA EQUIVALENTE A 1.3 MG DE GENTAMICINA. COLAGENO DE TENDON BOVINO 2.8 MG. ENVASE CON 1 IMPLANTE DE 5 CM X 5 CM X 0.5 CM.
010.000.4280.01|010.000.4280.01|GENTAMICINA-COLAGENO IMPLANTE CADA IMPLANTE CONTIENE: SULFATO DE GENTAMICINA EQUIVALENTE A 1.3 MG DE GENTAMICINA. COLAGENO DE TENDON BOVINO 2.8 MG. ENVASE CON 5 IMPLANTES DE 5 CM X 5 CM X 0.5 CM.
010.000.4281.00|010.000.4281.00|GENTAMICINA-COLAGENO IMPLANTE CADA IMPLANTE CONTIENE: SULFATO DE GENTAMICINA EQUIVALENTE A 1.3 MG DE GENTAMICINA. COLAGENO DE TENDON BOVINO 2.8 MG. ENVASE CON 1 IMPLANTE DE 10 CM X 10 CM X 0.5 CM.
010.000.4281.01|010.000.4281.01|GENTAMICINA-COLAGENO IMPLANTE CADA IMPLANTE CONTIENE: SULFATO DE GENTAMICINA EQUIVALENTE A 1.3 MG DE GENTAMICINA. COLAGENO DE TENDON BOVINO 2.8 MG. ENVASE CON 5 IMPLANTES DE 10 CM X 10 CM X 0.5 CM.
010.000.5265.00|010.000.5265.00|IMIPENEM Y CILASTATINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: IMIPENEM MONOHIDRATADO EQUIVALENTE A 500 MG DE IMIPENEM. CILASTATINA SODICA EQUIVALENTE A 500 MG DE CILASTATINA. ENVASE CON UN FRASCO AMPULA
010.000.5265.01|010.000.5265.01|IMIPENEM Y CILASTATINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: IMIPENEM MONOHIDRATADO EQUIVALENTE A 500 MG DE IMIPENEM. CILASTATINA SODICA EQUIVALENTE A 500 MG DE CILASTATINA. ENVASE CON 25 FRASCOS AMPULA.
010.000.5287.00|010.000.5287.00|IMIPENEM Y CILASTATINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: IMIPENEM MONOHIDRATADO EQUIVALENTE A 250 MG DE IMIPENEM. CILASTATINA SODICA EQUIVALENTE A 250 MG DE CILASTATINA. ENVASE CON UN FRASCO AMPULA.
010.000.5287.01|010.000.5287.01|IMIPENEM Y CILASTATINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: IMIPENEM MONOHIDRATADO EQUIVALENTE A 250 MG DE IMIPENEM. CILASTATINA SODICA EQUIVALENTE A 250 MG DE CILASTATINA. ENVASE CON 25 FRASCOS AMPULA.
010.000.5279.00|010.000.5279.00|INDINAVIR CAPSULA CADA CAPSULA CONTIENE: SULFATO DE INDINAVIR EQUIVALENTE A 400 MG DE INDINAVIR. ENVASE CON 180 CAPSULAS.
010.000.1951.00|010.000.1951.00|KANAMICINA SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: SULFATO DE KANAMICINA 1 G. ENVASE CON UN FRASCO AMPULA.
010.000.4271.00|010.000.4271.00|LAMIVUDINA SOLUCION CADA 100 ML CONTIENEN: LAMIVUDINA 1 G. ENVASE CON 240 ML Y DOSIFICADOR.
010.000.5282.00|010.000.5282.00|LAMIVUDINA TABLETA CADA TABLETA CONTIENE: LAMIVUDINA 150 MG. ENVASE CON 30 TABLETAS.
010.000.5282.01|010.000.5282.01|LAMIVUDINA TABLETA CADA TABLETA CONTIENE: LAMIVUDINA 150 MG. ENVASE CON 60 TABLETAS.
010.000.4268.00|010.000.4268.00|LAMIVUDINA/ZIDOVUDINA TABLETA CADA TABLETA CONTIENE: LAMIVUDINA 150 MG. ZIDOVUDINA 300 MG. ENVASE CON 60 TABLETAS.
010.000.4249.00|010.000.4249.00|LEVOFLOXACINO SOLUCION INYECTABLE CADA ENVASE CONTIENE: LEVOFLOXACINO HEMIHIDRATADO EQUIVALENTE A 500 MG DE LEVOFLOXACINO. ENVASE CON 100 ML.
010.000.4299.00|010.000.4299.00|LEVOFLOXACINO TABLETA CADA TABLETA CONTIENE: LEVOFLOXACINO HEMIHIDRATADO EQUIVALENTE A 500 MG DE LEVOFLOXACINO. ENVASE CON 7 TABLETAS.
010.000.4300.00|010.000.4300.00|LEVOFLOXACINO TABLETA CADA TABLETA CONTIENE: LEVOFLOXACINO HEMIHIDRATADO EQUIVALENTE A 750 MG DE LEVOFLOXACINO. ENVASE CON 7 TABLETAS.
010.000.4290.00|010.000.4290.00|LINEZOLID TABLETA CADA TABLETA CONTIENE: LINEZOLID 600 MG. ENVASE CON 10 TABLETAS.
010.000.4291.00|010.000.4291.00|LINEZOLID SOLUCION INYECTABLE CADA 100 ML CONTIENEN: LINEZOLID 200 MG. ENVASE CON BOLSA CON 300 ML.
010.000.5276.00|010.000.5276.00|LOPINAVIR-RITONAVIR SOLUCION CADA 100 ML CONTIENEN: LOPINAVIR 8.0 G. RITONAVIR 2.0 G. ENVASE FRASCO AMBAR CON 160 ML Y DOSIFICADOR.
010.000.5286.00|010.000.5286.00|LOPINAVIR-RITONAVIR TABLETA CADA TABLETA CONTIENE: LOPINAVIR 100 MG. RITONAVIR 25 MG. ENVASE CON 60 TABLETAS.
010.000.5288.00|010.000.5288.00|LOPINAVIR-RITONAVIR TABLETA CADA TABLETA CONTIENE: LOPINAVIR 200 MG. RITONAVIR 50 MG. ENVASE CON 120 TABLETAS.
010.000.5324.00|010.000.5324.00|MARAVIROC TABLETA CADA TABLETA CONTIENE: MARAVIROC 150 MG. ENVASE CON 60 TABLETAS.
010.000.5325.00|010.000.5325.00|MARAVIROC TABLETA CADA TABLETA CONTIENE: MARAVIROC 300 MG. ENVASE CON 60 TABLETAS.
010.000.5291.00|010.000.5291.00|MEROPENEM SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: MEROPENEM TRIHIDRATADO EQUIVALENTE A 500 MG DE MEROPENEM. ENVASE CON 1 FRASCO AMPULA.
010.000.5291.01|010.000.5291.01|MEROPENEM SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: MEROPENEM TRIHIDRATADO EQUIVALENTE A 500 MG DE MEROPENEM. ENVASE CON 10 FRASCOS AMPULA.
010.000.5292.00|010.000.5292.00|MEROPENEM SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: MEROPENEM TRIHIDRATADO EQUIVALENTE A 1 G DE MEROPENEM. ENVASE CON 1 FRASCO AMPULA.
010.000.5292.01|010.000.5292.01|MEROPENEM SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: MEROPENEM TRIHIDRATADO EQUIVALENTE A 1 G DE MEROPENEM. ENVASE CON 10 FRASCOS AMPULA.
010.000.1309.00|010.000.1309.00|METRONIDAZOL SOLUCION INYECTABLE CADA AMPOLLETA O FRASCO AMPULA CONTIENE: METRONIDAZOL 200 MG. ENVASE CON 2 AMPOLLETAS O FRASCOS AMPULA CON 10 ML.
010.000.1311.00|010.000.1311.00|METRONIDAZOL SOLUCION INYECTABLE CADA 100 ML CONTIENEN: METRONIDAZOL 500 MG ENVASE CON 100 ML.
010.000.4139.00|010.000.4139.00|MINOCICLINA GRAGEA CADA GRAGEA CONTIENE CLORHIDRATO DE MINOCICLINA EQUIVALENTE A 100 MG DE MINOCICLINA. ENVASE CON 12 GRAGEAS.
010.000.4139.01|010.000.4139.01|MINOCICLINA GRAGEA CADA GRAGEA CONTIENE: CLORHIDRATO DE MINOCICLINA EQUIVALENTE A 100 MG DE MINOCICLINA. ENVASE CON 48 GRAGEAS.
010.000.4252.00|010.000.4252.00|MOXIFLOXACINO TABLETA CADA TABLETA CONTIENE: CLORHIDRATO DE MOXIFLOXACINO EQUIVALENTE A 400 MG DE MOXIFLOXACINO. ENVASE CON 7 TABLETAS.
010.000.4253.00|010.000.4253.00|MOXIFLOXACINO SOLUCION INYECTABLE CADA 100 ML CONTIENEN: CLORHIDRATO DE MOXIFLOXACINO EQUIVALENTE A 160 MG DE MOXIFLOXACINO. ENVASE CON BOLSA FLEXIBLE O FRASCO AMPULA CON 250 ML (400 MG).
010.000.4176.00|010.000.4176.00|NEOMICINA CAPSULA O TABLETA CADA TABLETA O CAPSULA CONTIENE: SULFATO DE NEOMICINA EQUIVALENTE A 250 MG DE NEOMICINA. ENVASE CON 10 CAPSULAS O TABLETAS.
010.000.5259.00|010.000.5259.00|NEVIRAPINA SUSPENSION CADA 100 MILILITROS CONTIENEN: NEVIRAPINA HEMIHIDRATADA EQUIVALENTE A 1 G DE NEVIRAPINA ENVASE CON 240 ML CON DOSIFICADOR.
010.000.5296.00|010.000.5296.00|NEVIRAPINA TABLETA CADA TABLETA CONTIENE: NEVIRAPINA 200 MG. ENVASE CON 60 TABLETAS.
010.000.5296.01|010.000.5296.01|NEVIRAPINA TABLETA CADA TABLETA CONTIENE: NEVIRAPINA 200 MG. ENVASE CON 100 TABLETAS.
010.000.4261.00|010.000.4261.00|OFLOXACINA TABLETA CADA TABLETA CONTIENE: OFLOXACINA 400 MG. ENVASE CON 6 TABLETAS.
010.000.4261.01|010.000.4261.01|OFLOXACINA TABLETA CADA TABLETA CONTIENE: OFLOXACINA 400 MG. ENVASE CON 8 TABLETAS.
010.000.4261.02|010.000.4261.02|OFLOXACINA TABLETA CADA TABLETA CONTIENE: OFLOXACINA 400 MG. ENVASE CON 12 TABLETAS
010.000.6041.00|010.000.6041.00|OMBITASVIR, PARITAPREVIR, RITONAVIR Y DASABUVIR TABLETA CADA TABLETA CONTIENE: OMBITASVIR 12.5 MG, PARITAPREVIR 75.0 MG, RITONAVIR 50.0 MG Y CADA TABLETA CONTIENE: DASABUVIR 250.0 MG ENVASE CON 4 CAJAS CADA UNA CON 7 CARTERAS CON 2 TABLETAS DE OMBISTAVIR, PARITAPREVIR, RITONAVIR Y 2 TABLETAS DE DASABUVIR.
010.000.4582.00|010.000.4582.00|OSELTAMIVIR CAPSULA CADA CAPSULA CONTIENE: OSELTAMIVIR 75.0 MG. ENVASE CON 10 CAPSULAS.
010.000.4583.00|010.000.4583.00|OSELTAMIVIR CAPSULA CADA CAPSULA CONTIENE: FOSFATO DE OSELTAMIVIR EQUIVALENTE A 45 MG DE OSELTAMIVIR ENVASE CON 10 CAPSULAS
010.000.4584.00|010.000.4584.00|OSELTAMIVIR CAPSULA CADA CAPSULA CONTIENE: FOSFATO DE OSELTAMIVIR EQUIVALENTE A 30 MG DE OSELTAMIVIR ENVASE CON 10 CAPSULAS
010.000.4585.00|010.000.4585.00|OSELTAMIVIR SUSPENSION CADA ENVASE CON 30 G DE POLVO CONTIENE: FOSFATO DE OSELTAMIVIR EQUIVALENTE A 0.9 G DE OSELTAMIVIR ENVASE CON 30 G. RECONSTITUIR CON 100 ML DE AGUA PARA FORMAR UNA SUSPENSION CONTENIENDO 900 MG/75 ML (12 MG/ML).
010.000.2137.00|010.000.2137.00|OXITETRACICLINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: OXITETRACICLINA 100 MG. LIDOCAINA AL 2%. ENVASE CON 3 AMPOLLETAS CON 2 ML.
010.000.4320.00|010.000.4320.00|PALIVIZUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: PALIVIZUMAB 50.0 MG. ENVASE CON UN FRASCO AMPULA Y AMPOLLETA CON 1.0 ML DE DILUYENTE.
010.000.4321.00|010.000.4321.00|PALIVIZUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: PALIVIZUMAB 100.0 MG. ENVASE CON UN FRASCO AMPULA Y AMPOLLETA CON 1.0 ML DE DILUYENTE.
010.000.5328.00|010.000.5328.00|PENTAMIDINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ISETIONATO DE PENTAMIDINA 300 MG. ENVASE CON UN FRASCO AMPULA.
010.000.4592.00|010.000.4592.00|PIPERACILINA-TAZOBACTAM SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE: PIPERACILINA SODICA EQUIVALENTE 4 G DE PIPERACILINA. TAZOBACTAM SODICO EQUIVALENTE 500 MG DE TAZOBACTAM. ENVASE CON FRASCO AMPULA.
010.000.5261.00|010.000.5261.00|PIRIMETAMINA TABLETA CADA TABLETA CONTIENE: PIRIMETAMINA 25 MG. ENVASE CON 30 TABLETAS.
010.000.5312.00|010.000.5312.00|QUINUPRISTINA-DALFOPRISTINA SOLUCION INYECTABLE EL FRASCO AMPULA CON LIOFILIZADO CONTIENE: QUINUPRISTINA 150 MG. DALFOPRISTINA 350 MG. ENVASE CON FRASCO AMPULA.
010.000.5280.00|010.000.5280.00|RALTEGRAVIR COMPRIMIDO CADA COMPRIMIDO CONTIENE: RALTEGRAVIR POTASICO EQUIVALENTE A 400 MG DE RALTEGRAVIR ENVASE CON 60 COMPRIMIDOS.
010.000.2139.00|010.000.2139.00|RIBAVIRINA CAPSULA CADA CAPSULA CONTIENE: RIBAVARINA 400 MG. ENVASE CON 12 CAPSULAS.
010.000.5920.00|010.000.5920.00|RIBAVIRINA CAPSULA CADA CAPSULA CONTIENE: RIBAVARINA 200 MG. ENVASE CON 90 CAPSULAS.
010.000.5671.00|010.000.5671.00|RIFAXIMINA TABLETA CADA TABLETA CONTIENE: RIFAXIMINA 200 MG. ENVASE CON 28 TABLETAS.
010.000.4580.00|010.000.4580.00|RIMANTADINA SOLUCION ORAL CADA 100 ML CONTIENEN: CLORHIDRATO DE RIMANTADINA 5 G. ENVASE GOTERO CON 30 ML.
010.000.4581.00|010.000.4581.00|RIMANTADINA CAPSULA CADA CAPSULA CONTIENE: CLORHIDRATO DE RIMANTADINA 100 MG. ENVASE CON 14 CAPSULAS.
010.000.5281.00|010.000.5281.00|RITONAVIR CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: RITONAVIR 100 MG. 2 ENVASES CON 84 CAPSULAS CADA UNO.
010.000.5281.01|010.000.5281.01|RITONAVIR CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: RITONAVIR 100 MG. ENVASE CON 30 TABLETAS
010.000.2140.00|010.000.2140.00|ROXITROMICINA COMPRIMIDO CADA COMPRIMIDO CONTIENE: ROXITROMICINA 150 MG. ENVASE CON 10 COMPRIMIDOS.
010.000.5290.00|010.000.5290.00|SAQUINAVIR COMPRIMIDO CADA COMPRIMIDO CONTIENE: MESILATO DE SAQUINAVIR EQUIVALENTE A 500 MG DE SAQUINAVIR ENVASE CON 120 COMPRIMIDOS.
010.000.6020.00|010.000.6020.00|SIMEPREVIR CAPSULA CADA CAPSULA CONTIENE: SIMEPREVIR SODICO EQUIVALENTE A 150 MG DE SIMEPREVIR ENVASE CON 7 CAPSULAS.
010.000.6020.01|010.000.6020.01|SIMEPREVIR CAPSULA CADA CAPSULA CONTIENE: SIMEPREVIR SODICO EQUIVALENTE A 150 MG DE SIMEPREVIR ENVASE CON 28 CAPSULAS.
010.000.6045.00|010.000.6045.00|SOFOSBUVIR TABLETA CADA TABLETA CONTIENE: SOFOSBUVIR 400 MG ENVASE CON 28 TABLETAS
